,Año,Mes,Sede,Producto,Peso.Kg.,Tipo.de.Envase,Pais.Origen
3456,2026,2,"PUERTO DE PAITA , PIURA","LENTEJA, grano",24910,SACO(S),CANADA
3457,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, madera aserrada con algún proceso de la CRF2",19586,PAQUETES,CHILE
3458,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARROZ, grano pilado",580,BOLSAS,ITALIA
3459,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARROZ, grano pilado",578,LATAS,ITALIA
3460,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, madera aserrada con algún proceso de la CRF2",43556,PALETAS,CHINA
3461,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",145000,SACO(S),BOLIVIA
3462,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",145000,SACO(S),BOLIVIA
3463,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",82500,GRANEL,BOLIVIA
3464,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
3465,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",27300,GRANEL,BOLIVIA
3466,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",54000,GRANEL,BOLIVIA
3467,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, harina",87000,SACO(S),BOLIVIA
3468,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",144000,SACO(S),BOLIVIA
3469,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",143000,SACO(S),BOLIVIA
3470,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),116000,SACO(S),BOLIVIA
3471,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ALGODON, fibra sin cardar ni peinar (>22.22 mm = o <28.57 mm)",59325,FARDOS,EEUU
3472,2026,2,PUESTO DE CONTROL- CEBAF,"Articulos de cesteria (canastos, cestos u otros), con algun proceso de la CRF2",192,FARDOS,ECUADOR
3473,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
3474,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",27700,GRANEL,BOLIVIA
3475,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",83900,GRANEL,BOLIVIA
3476,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
3477,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ABONO DE ORIGEN VEGETAL ( sin tratamiento quimico, aditivos o mezcla con productos de origen animal) con algún proceso de la CRF 2",5000,PALETAS,CHINA
3478,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"COCO, fibra (para sustrato)",112350,PALETAS,INDIA
3479,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"COCO, fibra (para sustrato)",113350,PALETAS,INDIA
3480,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",145000,SACO(S),BOLIVIA
3481,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",56895,SACO(S),BOLIVIA
3482,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"TE VERDE, triturado",108,BOLSAS,TAIWAN
3483,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",27500,GRANEL,BOLIVIA
3484,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
3485,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",83700,GRANEL,BOLIVIA
3486,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",114970,GRANEL,BOLIVIA
3487,2026,2,PUESTO DE CONTROL- CEBAF,"ROSA, flores frescas cortadas",3800,CAJA(S),ECUADOR
3488,2026,2,PUESTO DE CONTROL- CEBAF,"LILIUM (=AZUCENA), flores frescas cortadas",600,CAJA(S),ECUADOR
3489,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CROTALARIA, semilla",4500,SACO(S),ESPAÑA
3490,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"TOMATE, semilla",0.031,SACHETS,HOLANDA
3491,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",26047,SACO(S),BOLIVIA
3492,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",26067,SACO(S),BOLIVIA
3493,2026,2,"PUERTO DE SALAVERRY, LA LIBERTAD","SOYA, torta",10200000,GRANEL,CHILE
3494,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",117000,SACO(S),BOLIVIA
3495,2026,2,"SANTA ROSA, TACNA","TRIGO, afrecho seco industrial",112000,SACO(S),CHILE
3496,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PIMIENTA, grano",0.5,BOLSAS,BRASIL
3497,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARROZ, parbolizado pulido o sin cáscara",132500,SACO(S),BRASIL
3498,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"LENTEJA, grano",26308,SACO(S),CANADA
3499,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"COMINO, grano",24970,SACO(S),INDIA
3500,2026,2,"PUERTO DE PISCO , ICA","PINO, postes de madera con algun proceso de la CRF 2",50602.3,UNIDADES,EEUU
3501,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, harina",145000,SACO(S),BOLIVIA
3502,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, harina",145000,SACO(S),BOLIVIA
3503,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PAPA, fécula",13000,BOLSAS,ALEMANIA
3504,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"AZUCAR CRUDA, sólido",2.00E+05,SACO(S),COLOMBIA
3505,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"TRIGO, grano",37398954,GRANEL,CANADA
3506,2026,2,PUESTO DE CONTROL- CEBAF,"Las demás coniferas, las demas maderas aserradas o desbastadas longitudinalmente, cortada o desenrollada, incluso cepillada,lijada o unida por lo extremos, de espesor superior a 6 mm, con algun tratamiento de la CRF 2",29460,PIEZAS,ECUADOR
3507,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"LECHUGA, semilla",0.016,SACHETS,HOLANDA
3508,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARROZ, grano pilado",250000,SACO(S),URUGUAY
3509,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",13000,CAJA(S),ECUADOR
3510,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"LUPULO, pellets",140,PALETAS,COLOMBIA
3511,2026,2,"SANTA ROSA, TACNA","NECTARINA, fruto fresco",16800,CAJA(S),CHILE
3512,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",15000,CAJA(S),ECUADOR
3513,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",13000,CAJA(S),ECUADOR
3514,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",13000,CAJA(S),ECUADOR
3515,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",56480,GRANEL,BOLIVIA
3516,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"LUPULO, pellets",14000,PALETAS,ALEMANIA
3517,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",27800,GRANEL,BOLIVIA
3518,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
3519,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),132500,SACO(S),COLOMBIA
3520,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),132500,SACO(S),COLOMBIA
3521,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PEPINILLO, semilla",8.06,BOLSAS,BRASIL
3522,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PIMIENTO, semilla",65.568,BOLSAS,BRASIL
3523,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARROZ, grano pilado",130000,SACO(S),BRASIL
3524,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),132500,SACO(S),COLOMBIA
3525,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PERA, fruta fresca",23814,CAJA(S),ARGENTINA
3526,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MAIZ, harina",40000,PALETAS,MEXICO
3527,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"Arados usados
",800,UNIDADES,CHINA
3528,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"TRACTOR USADO, con motor de potencia superior a 75 kW pero inferior o igual a 130 kW",12720,UNIDADES,CHINA
3529,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28154,SACO(S),BOLIVIA
3530,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
3531,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",112000,GRANEL,BOLIVIA
3532,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, harina",145000,SACO(S),BOLIVIA
3533,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",145000,SACO(S),BOLIVIA
3534,2026,2,"IÑAPARI, MADRE DE DIOS","NUEZ DEL BRASIL, con cáscara seca al natural",28465,SACO(S),BRASIL
3535,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),185500,SACO(S),COLOMBIA
3536,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",116000,SACO(S),BOLIVIA
3537,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ALGODON, fibra sin cardar ni peinar (>22.22 mm = o <28.57 mm)",20258,FARDOS,EEUU
3538,2026,2,"IÑAPARI, MADRE DE DIOS","NUEZ DEL BRASIL, con cáscara seca al natural",27875,SACO(S),BRASIL
3539,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"TRACTOR USADO, con motor de potencia superior a 33 kW pero inferior o igual a 75 kW",21466.368,UNIDADES,CHINA
3540,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28300,GRANEL,BOLIVIA
3541,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",57020,GRANEL,BOLIVIA
3542,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
3543,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
3544,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
3545,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
3546,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
3547,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
3548,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
3549,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",1590,GRANEL,BOLIVIA
3550,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",26410,GRANEL,BOLIVIA
3551,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",23190,GRANEL,BOLIVIA
3552,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",27400,GRANEL,BOLIVIA
3553,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",56000,GRANEL,BOLIVIA
3554,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"AZUCAR CRUDA, sólido",106000,SACO(S),COLOMBIA
3555,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
3556,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"ARVEJA, semilla",8000,SACO(S),EEUU
3557,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"COLIFLOR, semilla",0.276,SACHETS,HOLANDA
3558,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"COL, semilla",0.132,SACHETS,HOLANDA
3559,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"TOMATE, semilla",0.368,SACHETS,HOLANDA
3560,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"AJONJOLI, grano",60000,SACO(S),BOLIVIA
3561,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PIMIENTO, semilla",0.226,SACHETS,HOLANDA
3562,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PIMIENTO, semilla",0.662,SACHETS,ISRAEL
3563,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"SANDIA, semilla",2.161,SACHETS,ISRAEL
3564,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"ALGARROBO, harina",0.8,BOLSAS,ESPAÑA
3565,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MAIZ, harina",105000,PAQUETES,COLOMBIA
3566,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MADERA, paletas con algún proceso de la CRF 2",22230,UNIDADES,CHILE
3567,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, harina",87000,SACO(S),BOLIVIA
3568,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"NUEZ DE NOGAL, sin cascara con algun proceso de la CRF 2",24500,CAJAS DE CARTON,CHINA
3569,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"DATIL, seco industrial",2000,CAJA(S),CHINA
3570,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"KIWI, secado industrialmente",7000,CAJA(S),CHINA
3571,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CEREZA, fruta seca industrial",3500,CAJA(S),CHINA
3572,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MACADAMIA, cáscara con algún proceso de la CRF 2",500,CAJA(S),CHINA
3573,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ALGODON, fibra sin cardar ni peinar (>22.22 mm = o <28.57 mm)",116670,FARDOS,EEUU
3574,2026,2,"SANTA ROSA, TACNA","LENTEJA, grano",49804,SACO(S),CANADA
3575,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CULANTRO, semilla",4623,BOLSA DE POLIETILENO,EEUU
3576,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, madera aserrada con algún proceso de la CRF2",58032,PAQUETES,CHILE
3577,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"AVENA, grano trabajado (mondado, perlado, troceado o quebrantado)",105000,SACO(S),CHILE
3578,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARVEJA, grano entero",150457,SACO(S),CANADA
3579,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"ACHIOTE, polvo",280,CAJA(S),KENIA
3580,2026,2,"AGUAS VERDES, TUMBES","ARROZ, grano pilado",34000,SACO(S),ECUADOR
3581,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",203000,SACO(S),BOLIVIA
3582,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, madera aserrada con algún proceso de la CRF2",121739,PAQUETES,CHILE
3583,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"LINAZA, grano",21500,SACO(S),CANADA
3584,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CLAVO DE OLOR, entera seca al natural",25500,CAJA(S),INDONESIA
3585,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",5580,GRANEL,BOLIVIA
3586,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
3587,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
3588,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
3589,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",27990,GRANEL,BOLIVIA
3590,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CLAVO DE OLOR, entera seca al natural",25500,CAJA(S),INDONESIA
3591,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),145000,SACO(S),BOLIVIA
3592,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),145000,SACO(S),BOLIVIA
3593,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, harina",58000,SACO(S),BOLIVIA
3594,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, harina",58000,SACO(S),BOLIVIA
3595,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"TRIGO, grano",38500000,GRANEL,CANADA
3596,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",27310,GRANEL,BOLIVIA
3597,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
3598,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MAIZ, almidon",28000,BOLSAS,INDIA
3599,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ALIMENTO PARA ANIMALES, materias vegetales, desperdicios, residuos, incluso en pellets",48000,PAQUETES,ITALIA
3600,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MAIZ REVENTON, grano",127000,SACO(S),ARGENTINA
3601,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"FREJOL, grano",40824,SACO(S),CANADA
3602,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"MELON, semilla",2.518,SACHETS,EEUU
3603,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"MELON, semilla",2.99,LATAS,EEUU
3604,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",145000,SACO(S),BOLIVIA
3605,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"AZUCAR CRUDA, sólido",104050,SACO(S),COLOMBIA
3606,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",145000,SACO(S),BOLIVIA
3607,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MADERA, cajas con algún proceso de la CRF 2",587.9,CAJA(S),INDIA
3608,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ESTATUILLAS Y DEMÁS OBJETOS DE ADORNO DE LAS DEMÁS MADERAS, con algún proceso de la CR 2",707.4,CAJAS DE CARTON,INDIA
3609,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ESTATUILLAS Y DEMÁS OBJETOS DE ADORNO DE LAS DEMÁS MADERAS, con algún proceso de la CR 2",750.325,CAJAS DE CARTON,INDIA
3610,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",58000,SACO(S),BOLIVIA
3611,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),16500,SACO(S),BOLIVIA
3612,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),97500,SACO(S),BOLIVIA
3613,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"LINAZA, grano",24040,SACO(S),CANADA
3614,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"LENTEJA, grano",26082,SACO(S),CANADA
3615,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CAUCHO, técnicamente especificado (TSNR)",60480,PALETAS,COLOMBIA
3616,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CAUCHO, técnicamente especificado (TSNR)",20160,PALETAS,INDONESIA
3617,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",13000,CAJA(S),ECUADOR
3618,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruta fresca",18522,CAJA(S),EEUU
3619,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PERA, fruta fresca",22680,CAJA(S),ARGENTINA
3620,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"AMARILIS, bulbo",158.4,CAJA(S),HOLANDA
3621,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,TE VERDE,10.96,BOLSAS,NA
3622,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, harina",116000,SACO(S),BOLIVIA
3623,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),145000,SACO(S),BOLIVIA
3624,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARVEJA, grano entero",52164,SACO(S),CANADA
3625,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",111000,SACO(S),BOLIVIA
3626,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, harina",145000,SACO(S),BOLIVIA
3627,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",147500,SACO(S),BOLIVIA
3628,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"TRIGO, gluten",21000,BOLSAS,LITUANIA
3629,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PIÑA, seco industrial",500,CAJAS DE CARTON,CHINA
3630,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"FRESA, seca industrialmente",500,CAJAS DE CARTON,CHINA
3631,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,TE VERDE,3000,BOLSAS,CHINA
3632,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,TE VERDE,17020,SACO(S),CHINA
3633,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"FLOR DE JAZMIN, hojas con algún proceso de la CR 2",700,CAJA(S),CHINA
3634,2026,2,"SANTA ROSA, TACNA","NECTARINA, fruto fresco",22528,CAJA(S),CHILE
3635,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),25950,SACO(S),COLOMBIA
3636,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),26000,SACO(S),COLOMBIA
3637,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MADERA, puertas y sus marcos, contramarcos y umbrales, con algun proceso de la CRF 2",20610,PAQUETES,CHILE
3638,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ALGODON, fibra sin cardar ni peinar (>34.92 mm)",143190,FARDOS,EEUU
3639,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruta fresca",20580,CAJA(S),EEUU
3640,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"DATIL, planta",330,CAJA(S),REINO UNIDO
3641,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),124900,SACO(S),COLOMBIA
3642,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"AJONJOLI, grano",28000,SACO(S),INDIA
